,0
0,156.23288928498312
1,-2.0690915347419554
2,0.46587982986909604
3,0.46587982986909604
4,0.46587982986909604
5,0.46587982986909604
6,96.19727005863315
7,0.46587982986909604
8,131.63768261591545
9,0.6038623457130038
10,494.25519749528144
11,-1.261986068138256
12,-1.9605525776568646
13,302.0192796459953
14,0.46587982986909604
15,163.73392712107608
16,-2.0690915347419554
17,132.43726861233813
18,1.3024288552316128
19,144.7262431536041
20,0.46587982986909604
21,24.24841448129009
22,0.46587982986909604
23,384.0760583593571
24,0.46587982986909604
25,0.46587982986909604
26,596.4429831120406
27,193.14294303942253
28,0.46587982986909604
29,0.46587982986909604
30,560.4396518755459
31,-2.098535093500774
32,1035.6012218430772
33,316.61582287970276
34,144.87233207866717
35,0.46587982986909604
36,124.19309167058778
37,-1.447464241561156
38,0.46587982986909604
39,-1.9605525776568646
40,0.6038623457130038
41,1.720875022639033
42,0.46587982986909604
43,-2.215180459805002
44,-0.7609966236799875
45,0.46587982986909604
46,-2.098535093500774
47,-2.098535093500774
48,-1.261986068138256
49,0.46587982986909604
50,0.46587982986909604
51,-2.098535093500774
52,-2.215180459805002
53,310.88557804636037
54,135.44549539965166
55,150.00866873480967
56,0.46587982986909604
57,0.46587982986909604
58,0.46587982986909604
59,786.2292332484097
60,0.46587982986909604
61,288.65364738103557
62,0.46587982986909604
63,327.2932156541075
64,0.46587982986909604
65,10.730246945791464
66,370.9855451943288
67,135.03119338982842
68,0.46587982986909604
69,0.46587982986909604
70,355.2078797046829
71,0.46587982986909604
72,0.46587982986909604
73,0.46587982986909604
74,121.0178887697187
75,146.60415690280513
76,500.9327655341207
77,0.46587982986909604
78,25.981975943360414
79,0.46587982986909604
80,435.620879310661
81,150.00866873480967
82,1.720875022639033
83,155.6715884394351
84,0.46587982986909604
85,0.6038623457130038
86,574.7854254276247
87,1348.0625212957814
88,0.46587982986909604
89,336.36913645153066
90,310.7519173124726
91,309.9789874057432
92,0.3492344635648674
93,814.9346028433795
94,159.32181811033124
95,0.46587982986909604
96,0.46587982986909604
97,0.46587982986909604
98,23.410925636838797
99,0.46587982986909604
100,155.53293291064608
101,0.46587982986909604
102,0.46587982986909604
103,209.64828571034045
